file_name,file_path,file_type,company_name,seller_name,buyer_name,invoice_type,invoice_number,invoice_date,total_amount,pretax_amount,tax_amount,currency,summary,raw_ocr_text_file,parse_status,parse_note
订单1128145044857135-电子普通发票-保险.pdf,E:\干活\外边上课\前滩\夜校上课\订单1128145044857135-电子普通发票-保险.pdf,pdf,中国人寿财产保险股份有限公司上海市分公司,中国人寿财产保险股份有限公司上海市分公司,上海赢佳实业集团有限公司,电子发票（普通发票）,26317000001249097165,2026年04月08日,40.00,37.74,2.26,CNY,保险服务*航空旅客全面,E:\干活\外边上课\前滩\夜校上课\invoice_ocr_demo\output\raw_ocr\订单1128145044857135-电子普通发票-保险.txt,ok,"DeepSeek OCR output was unstable, so the script fell back to embedded PDF text."
订单1128145044857135-电子普通发票.pdf,E:\干活\外边上课\前滩\夜校上课\订单1128145044857135-电子普通发票.pdf,pdf,上海华程西南国际旅行社有限公司,上海华程西南国际旅行社有限公司,上海赢佳实业集团有限公司,电子发票（普通发票）,26317000001302024586,2026年04月08日,377.00,355.66,21.34,CNY,经纪代理服务*代订机票,E:\干活\外边上课\前滩\夜校上课\invoice_ocr_demo\output\raw_ocr\订单1128145044857135-电子普通发票.txt,ok,"DeepSeek OCR output was unstable, so the script fell back to embedded PDF text."
订单1128145144721583-电子普通发票-保险.pdf,E:\干活\外边上课\前滩\夜校上课\订单1128145144721583-电子普通发票-保险.pdf,pdf,中国太平洋财产保险股份有限公司上海分公司,中国太平洋财产保险股份有限公司上海分公司,上海赢佳实业集团有限公司,电子发票（普通发票）,26317000001259325437,2026年04月08日,29.00,27.36,1.64,CNY,保险服务*航空旅客人身**,E:\干活\外边上课\前滩\夜校上课\invoice_ocr_demo\output\raw_ocr\订单1128145144721583-电子普通发票-保险.txt,ok,"DeepSeek OCR output was unstable, so the script fell back to embedded PDF text."
订单1128145144721583-电子普通发票.pdf,E:\干活\外边上课\前滩\夜校上课\订单1128145144721583-电子普通发票.pdf,pdf,上海华程西南国际旅行社有限公司,上海华程西南国际旅行社有限公司,上海赢佳实业集团有限公司,电子发票（普通发票）,26317000001302024590,2026年04月08日,457.00,431.13,25.87,CNY,经纪代理服务*代订机票,E:\干活\外边上课\前滩\夜校上课\invoice_ocr_demo\output\raw_ocr\订单1128145144721583-电子普通发票.txt,ok,"DeepSeek OCR output was unstable, so the script fell back to embedded PDF text."
